limit_bal,sex,education,marriage,age,default_payment_next_month,totalbillamt,totalpayamt,fullrepayment,risk_category
50000,1,1,2,34,0,142053,5930,0,1
50000,2,2,1,36,0,34423,3001,0,0
110000,2,1,2,24,0,235819,17000,0,1
450000,2,3,1,36,0,31012,30254,0,0
200000,2,2,1,34,0,2511,2511,1,0
220000,1,1,2,43,0,154835,99542,0,0
360000,2,1,2,29,1,5930,2650,0,0
50000,1,2,1,37,0,278195,11285,0,0
40000,1,2,2,23,0,175916,6117,0,1
190000,2,2,1,37,0,717765,29000,0,1
150000,1,1,2,33,0,119769,13237,0,0
200000,2,1,1,37,0,595,2965,1,0
270000,2,2,1,56,0,683049,26353,0,0
60000,1,1,2,25,0,269005,11318,0,0
200000,2,2,1,39,0,443849,16680,0,0
150000,2,2,1,39,0,204705,15500,0,0
180000,2,2,2,28,0,2170,3030,1,0
90000,2,1,2,27,0,7624,0,0,0
360000,2,2,1,37,0,707,4977,1,0
90000,2,1,2,24,0,491,0,0,0
20000,2,2,2,24,0,89220,5646,0,1
70000,1,1,1,46,0,318796,13340,0,0
230000,1,1,1,39,0,3960,3960,1,0
30000,1,3,1,48,0,175863,7283,0,0
200000,2,3,3,45,0,35587,36184,1,0
100000,1,3,2,49,0,1440,0,0,0
50000,2,2,2,23,0,181591,12000,0,1
20000,2,3,1,25,0,45038,3459,0,0
210000,2,2,1,47,0,0,0,1,0
110000,1,3,1,56,0,193115,17177,0,0
20000,2,3,1,44,0,1006,456,0,0
50000,2,3,1,49,0,36792,6757,0,0
50000,1,2,1,41,0,121995,5330,0,0
400000,2,1,2,40,0,337631,211702,0,0
170000,1,2,2,31,0,334688,17000,0,0
280000,1,2,1,42,0,882943,35867,0,0
130000,2,3,1,28,0,200599,3500,0,0
210000,2,2,2,32,0,336057,29500,0,0
370000,1,2,2,28,0,817955,58000,0,0
30000,2,2,1,31,0,127602,6942,0,1
150000,1,3,2,39,0,506730,15180,0,0
60000,1,3,1,31,1,70689,1027,0,1
80000,2,2,2,24,0,392216,15686,0,0
280000,2,2,1,44,1,1150758,45000,0,1
20000,2,2,2,46,0,118578,0,0,2
270000,1,1,2,32,0,1000,1400,1,0
240000,2,2,2,26,0,59161,38813,0,0
20000,2,1,2,22,0,115711,6901,0,0
450000,2,1,1,42,1,41600,42200,1,0
10000,1,2,2,33,0,49507,8145,0,0
280000,1,2,1,39,1,24054,25643,1,0
290000,2,3,2,27,0,55487,6300,0,0
190000,2,1,2,28,1,273617,13500,0,0
80000,2,1,2,23,0,127112,11076,0,0
280000,2,2,2,28,0,7540,6230,0,1
160000,2,1,1,33,0,68180,55935,0,0
90000,1,2,1,40,1,90025,5358,0,0
140000,2,1,2,37,0,41544,40510,0,0
50000,1,1,2,22,0,29567,4180,0,0
40000,2,2,1,32,0,167564,9810,0,1
130000,2,3,1,43,0,652165,25021,0,0
70000,2,3,1,27,0,378784,14964,0,1
30000,2,2,1,35,0,155444,8281,0,0
100000,2,3,1,35,0,599839,24800,0,1
20000,2,1,1,30,1,43329,3500,0,1
30000,2,2,2,34,0,275375,76230,0,1
20000,1,2,1,34,1,91072,6789,0,0
100000,2,1,2,28,1,500780,19423,0,1
30000,1,2,2,25,1,13800,0,0,2
320000,2,1,1,41,0,611655,24120,0,0
90000,1,3,2,42,1,249902,6700,0,1
190000,1,2,2,40,1,959287,48600,0,1
200000,1,1,2,28,0,800524,111129,0,0
300000,2,2,2,31,0,22757,19514,0,0
30000,2,1,2,56,0,74142,36403,0,0
110000,2,2,3,45,0,133460,11315,0,0
230000,2,1,2,29,0,1024,1024,1,0
230000,2,1,1,35,0,15873,2250,0,0
310000,2,2,2,28,0,497918,33000,0,0
320000,1,1,1,40,0,1423739,70000,0,0
360000,1,1,1,47,0,362529,200250,0,0
20000,2,3,1,41,1,4049,3532,0,0
170000,2,2,2,27,0,991237,52700,0,0
140000,1,1,1,40,0,778849,28766,0,0
80000,1,2,2,32,0,279502,9611,0,0
150000,1,2,2,35,0,240075,106469,0,0
170000,1,2,2,27,0,1950,0,0,1
200000,2,2,1,29,1,814865,30193,0,1
70000,1,1,2,30,0,350836,15050,0,1
320000,1,2,1,37,0,67096,28706,0,0
150000,2,1,2,29,0,0,0,1,0
50000,2,1,1,34,0,89632,12674,0,0
90000,2,2,2,34,0,16292,0,0,1
280000,1,1,1,41,0,174504,151539,0,0
300000,2,1,2,31,0,184067,5263,0,1
400000,2,2,2,40,0,9759,10144,1,0
200000,2,1,1,27,0,21962,17486,0,0
10000,2,3,2,22,1,26146,3036,0,0
50000,2,2,3,30,1,231633,5600,0,1
30000,2,2,3,22,0,150950,9300,0,1
50000,1,1,2,26,1,106040,8100,0,0
50000,1,2,1,38,0,329171,14200,0,1
30000,2,3,1,46,0,78343,4470,0,1
20000,1,2,2,24,0,21139,2338,0,1
20000,1,2,2,49,0,99503,3785,0,0
50000,1,1,3,49,0,109793,8391,0,0
30000,2,2,1,42,0,199327,9164,0,0
360000,2,1,1,30,0,39679,6147,0,1
170000,1,2,1,42,0,6440,6440,1,0
400000,2,1,2,31,0,5048,4877,0,0
50000,2,2,1,49,0,193722,9822,0,0
160000,2,2,2,27,0,498263,22000,0,0
70000,2,2,1,33,1,182163,7083,0,0
150000,2,1,1,35,0,0,0,1,0
80000,2,2,2,48,0,192649,32649,0,0
30000,2,2,2,22,0,162856,11952,0,1
10000,1,2,2,22,1,49081,7500,0,0
180000,2,1,2,27,0,16670,20003,1,0
320000,1,1,1,47,0,36186,27532,0,0
80000,2,2,2,34,0,172717,8838,0,1
10000,1,2,1,45,1,54824,4300,0,1
360000,2,2,2,39,0,52108,39686,0,0
450000,1,2,2,33,0,1506,5597,1,0
330000,2,2,2,29,0,449880,157274,0,0
60000,1,1,2,29,1,4193,2082,0,1
50000,2,3,2,26,0,62292,5199,0,0
200000,1,2,1,38,0,963422,35917,0,0
120000,1,1,2,34,0,2484,621,0,1
160000,2,1,1,37,0,1580,1580,1,0
110000,1,2,1,57,0,237361,10651,0,0
70000,2,3,1,50,0,98750,22562,0,0
150000,2,3,2,28,0,604366,22157,0,0
610000,2,1,2,31,0,606920,67490,0,0
110000,2,1,2,25,0,537686,21172,0,0
80000,2,2,2,25,1,129733,11439,0,1
170000,2,2,1,33,0,514117,21880,0,0
110000,2,1,2,30,0,6861,5803,0,0
140000,2,1,1,51,0,339033,12174,0,0
70000,1,1,2,51,0,251604,16500,0,1
260000,2,2,1,46,0,110610,60816,0,0
170000,1,3,2,38,0,158472,21000,0,0
50000,2,2,1,34,0,84696,12721,0,0
300000,2,3,1,34,1,1400112,48373,0,0
150000,2,1,2,31,1,11977,11587,0,1
50000,2,2,2,25,1,216955,4000,0,2
50000,2,2,1,26,0,13700,7493,0,0
90000,2,1,2,25,0,351580,85758,0,1
50000,1,2,2,26,1,178867,26359,0,0
500000,2,2,2,43,0,189761,10465,0,0
470000,2,2,1,36,0,7057,6092,0,0
230000,1,2,2,58,0,550625,24555,0,0
140000,2,2,2,26,0,90289,45641,0,0
230000,2,2,1,30,1,39593,26556,0,1
420000,2,2,2,31,0,138698,74695,0,0
30000,2,2,2,24,0,186115,10464,0,0
50000,2,2,2,52,1,171979,6220,0,1
140000,2,2,2,24,0,430,233,0,0
260000,2,2,1,35,0,255927,191998,0,0
90000,2,3,2,29,0,27807,6622,0,1
240000,2,2,1,33,0,1427317,59000,0,0
510000,2,1,2,35,0,18930,9068,0,0
110000,2,2,1,35,0,277497,17460,0,0
210000,2,1,2,28,0,52774,49186,0,0
220000,1,2,1,40,0,770,2475,1,0
200000,2,1,1,35,0,10256,8406,0,0
360000,2,2,2,53,0,69920,67980,0,0
260000,1,1,2,44,0,2046,2046,1,0
20000,1,2,1,33,0,61784,4145,0,0
120000,2,2,1,32,0,687697,28313,0,0
50000,2,1,2,33,0,55489,43131,0,1
60000,2,1,2,26,0,207172,42000,0,1
200000,1,1,2,26,0,41007,32819,0,0
20000,1,2,2,26,0,3240,4622,1,0
50000,2,1,1,32,1,147260,20913,0,1
50000,2,2,2,31,0,69100,38669,0,1
230000,1,1,2,29,0,248069,14000,0,1
50000,1,2,1,27,0,9074,5773,0,1
100000,2,1,2,28,1,499862,19902,0,1
210000,2,1,1,42,1,2490,2490,1,0
230000,2,2,1,32,1,462392,17044,0,1
500000,2,1,2,26,0,53571,22157,0,0
370000,2,1,2,38,0,4611,3682,0,0
230000,2,1,1,35,0,65139,49842,0,0
80000,1,2,2,29,0,69734,5865,0,0
60000,2,2,2,29,0,122376,6033,0,0
30000,2,2,2,51,0,157343,5836,0,1
70000,1,1,2,27,0,553,2515,1,0
410000,1,1,2,32,0,9580,5400,0,0
280000,2,3,1,40,0,684,2412,1,0
50000,2,1,1,34,0,201300,10667,0,0
100000,2,2,1,30,0,481638,21100,0,0
230000,2,1,2,29,0,0,0,1,0
50000,2,1,2,22,0,36516,10547,0,0
100000,2,1,2,48,0,105906,8426,0,1
210000,2,2,1,35,0,197814,10824,0,0
400000,1,1,2,37,0,17428,21148,1,0
20000,1,2,2,25,1,112956,1541,0,1
50000,2,3,1,44,0,31530,13356,0,0
230000,2,1,2,28,0,13332,6666,0,0
220000,1,2,2,29,0,37281,3050,0,0
300000,2,1,1,36,0,136795,71468,0,0
80000,2,2,2,23,0,21911,19477,0,1
20000,2,3,2,36,1,115219,5809,0,1
190000,2,1,2,26,0,200987,8770,0,1
160000,2,2,0,37,0,163860,40628,0,0
120000,2,1,3,44,0,244932,8347,0,1
700000,2,1,1,39,0,375289,96834,0,0
140000,2,1,2,24,0,1086,1086,1,0
300000,2,3,1,29,0,91304,16202,0,0
120000,1,3,1,33,1,414194,13800,0,1
280000,2,2,1,39,0,1095440,40200,0,1
70000,1,3,1,51,1,302877,10269,0,1
20000,2,3,2,24,0,22256,16690,0,1
150000,2,2,1,45,0,18805,26875,1,0
60000,1,1,2,30,0,94189,27582,0,0
200000,2,3,0,51,0,2730,1950,0,0
50000,2,2,2,24,1,225110,10816,0,1
150000,1,2,1,50,0,282675,46085,0,1
20000,2,1,2,22,0,120110,4844,0,0
40000,1,1,2,27,1,72038,11208,0,0
170000,2,2,2,33,0,10028,10028,1,0
50000,2,2,1,24,0,165988,5600,0,1
10000,1,2,2,37,0,45503,5925,0,1
200000,2,2,1,58,0,204857,387518,1,0
50000,2,2,1,48,0,108384,57571,0,0
320000,1,1,2,28,0,13787,9633,0,0
20000,2,3,1,24,0,137327,0,0,2
470000,2,2,1,27,1,471633,116470,0,0
230000,2,3,2,30,0,41487,17924,0,0
20000,2,1,2,23,0,68980,7000,0,0
30000,2,3,2,53,1,14936,20643,1,0
80000,2,2,2,23,0,146149,5706,0,1
110000,2,2,1,55,0,102571,6900,0,0
420000,1,2,1,34,0,543990,95575,0,0
500000,1,1,1,43,1,0,0,1,0
80000,2,2,2,22,0,321294,10201,0,1
350000,2,2,1,31,0,351284,11044,0,0
30000,2,2,1,32,0,14267,19252,1,0
110000,2,2,2,33,1,150,402,1,0
500000,1,3,1,39,0,2114112,140730,0,0
490000,2,1,1,38,0,37032,31429,0,0
300000,2,2,1,34,0,208536,9100,0,0
50000,1,2,3,42,1,239885,11104,0,1
150000,1,3,1,37,1,889699,15621,0,1
80000,2,3,1,57,0,61852,15500,0,1
40000,2,2,2,23,0,177602,28000,0,2
30000,1,2,2,32,0,164418,6410,0,1
50000,1,1,1,37,0,30400,500,0,0
140000,2,2,2,23,0,265665,10977,0,0
50000,2,3,2,49,0,39726,8000,0,0
30000,2,2,2,25,0,121157,32073,0,0
40000,2,1,2,29,1,183772,11200,0,1
100000,2,3,1,43,1,314274,13200,0,1
130000,1,2,2,29,0,782593,34317,0,0
20000,2,2,2,27,0,105269,2882,0,0
50000,1,1,2,26,0,0,0,1,0
260000,1,1,1,41,0,181262,102388,0,0
30000,2,3,2,52,1,14700,0,0,2
10000,2,2,1,31,0,63280,6496,0,0
200000,1,1,2,32,0,279793,13383,0,0
30000,2,2,1,46,0,168960,6824,0,0
180000,2,2,2,35,0,242483,6000,0,0
100000,1,1,2,35,0,29109,47970,1,0
140000,2,2,1,39,0,498495,24000,0,0
290000,2,2,2,34,0,1878485,70190,0,0
20000,2,2,3,52,0,98771,5057,0,0
80000,2,3,1,40,0,234027,12497,0,0
500000,2,3,1,38,0,38310,30046,0,0
180000,1,1,1,45,0,24771,22896,0,0
20000,2,3,1,40,0,4506,2340,0,0
30000,2,2,1,25,0,181366,8071,0,1
150000,1,1,2,33,0,342567,36001,0,0
280000,2,2,2,27,0,27824,21998,0,0
50000,2,2,1,43,0,100387,15949,0,0
20000,2,2,1,43,0,104906,6100,0,1
200000,1,1,2,30,0,45039,28258,0,0
210000,2,2,1,49,1,0,0,1,0
230000,2,1,2,38,0,1028408,35120,0,0
50000,1,3,2,57,0,231635,8181,0,0
50000,1,3,2,55,1,194914,8652,0,0
70000,2,2,2,23,0,325839,19400,0,0
310000,1,1,2,30,0,6152,44148,1,0
180000,2,2,1,30,0,41482,40004,0,0
90000,2,2,2,24,0,111905,4020,0,1
390000,1,2,2,28,0,618242,33684,0,0
150000,2,3,1,34,0,2404,1485,0,0
400000,1,2,2,37,0,88041,19087,0,1
80000,2,2,1,32,0,68006,3894,0,0
320000,1,1,2,27,0,760934,24590,0,0
240000,2,2,1,37,1,238,0,0,0
200000,1,1,2,31,0,600,600,1,0
110000,1,1,3,55,1,581693,19900,0,1
170000,2,1,2,28,1,815421,33256,0,1
90000,2,3,3,51,1,79368,4616,0,1
200000,1,1,1,36,0,23470,15727,0,0
360000,1,1,2,30,0,2500,2500,1,0
140000,2,1,1,36,0,8614,2971,0,0
220000,1,2,2,25,0,581605,19900,0,0
100000,1,3,1,50,0,154970,0,0,0
80000,2,2,2,40,0,365993,12177,0,1
30000,2,2,2,27,0,167802,34421,0,1
50000,1,1,2,30,1,16759,5300,0,1
120000,2,2,2,26,0,42762,3920,0,0
50000,1,1,2,27,0,55331,8500,0,0
360000,2,1,2,27,0,315124,257333,0,0
90000,2,1,2,25,0,540060,23300,0,1
500000,1,1,2,32,0,1849145,197189,0,0
140000,2,3,1,46,0,436060,20000,0,0
30000,1,3,1,45,0,108412,7900,0,1
70000,1,3,1,30,0,131136,6901,0,0
200000,1,1,1,39,0,3983,3983,1,0
350000,1,1,1,48,0,281695,10633,0,0
120000,1,1,2,32,1,0,0,1,0
240000,1,1,2,46,0,2440564,82131,0,0
90000,2,1,2,23,0,191058,33000,0,0
260000,2,1,2,33,0,4480,4480,1,0
50000,2,1,2,24,0,182927,10400,0,1
110000,1,1,1,40,0,119525,32070,0,0
20000,2,1,2,24,0,4475,14419,1,1
30000,2,2,2,24,0,137462,5618,0,0
180000,1,1,2,27,1,80080,3500,0,1
20000,1,2,1,46,0,45781,3838,0,0
50000,2,2,2,22,0,231484,7772,0,0
180000,2,1,2,36,0,111295,107473,0,0
200000,1,1,1,34,0,12634,12179,0,0
260000,2,2,2,24,0,339021,21140,0,0
320000,1,1,1,60,1,114785,157107,1,0
160000,2,2,2,29,1,3739,2360,0,1
30000,1,2,2,32,1,65112,7500,0,1
50000,2,2,1,36,0,84730,3946,0,0
50000,1,2,2,30,0,29764,3000,0,0
90000,2,2,2,29,0,321687,22800,0,0
240000,1,1,2,34,0,78776,77688,0,1
180000,2,2,1,32,1,107602,12000,0,1
200000,2,2,1,32,0,57507,62547,1,0
50000,2,1,2,25,0,162535,7928,0,1
50000,1,2,1,44,0,7566,7566,1,0
330000,2,1,1,37,0,20965,10418,0,0
80000,2,2,2,24,1,5700,0,0,2
50000,2,2,2,23,0,16727,13286,0,0
360000,2,1,2,29,0,30190,7162,0,0
240000,2,2,1,37,0,1193632,46654,0,0
50000,1,2,1,59,0,203388,7327,0,0
470000,1,2,2,33,0,898878,266411,0,0
160000,2,3,1,51,0,10375,30625,1,1
30000,1,1,1,27,1,39654,6471,0,0
80000,2,2,1,32,0,468892,18841,0,0
500000,2,3,2,42,0,437397,183032,0,0
180000,1,2,2,39,0,18969,13294,0,0
110000,2,2,1,46,0,223972,122122,0,0
160000,1,1,1,41,0,199386,36315,0,1
210000,2,2,2,30,0,290165,110144,0,0
200000,2,1,1,34,1,21505,3294,0,0
350000,1,1,2,35,0,81962,82330,1,0
250000,1,1,2,41,1,40897,36852,0,0
380000,1,1,2,43,1,16075,39,0,1
30000,1,2,2,47,0,3148,2356,0,0
200000,1,2,2,31,0,183929,16000,0,0
30000,1,2,2,30,0,163840,7100,0,0
50000,1,2,2,24,0,54738,27057,0,0
500000,1,1,1,36,0,1708832,95096,0,0
30000,1,1,2,28,0,2126,2126,1,0
220000,2,1,1,36,0,12580,9623,0,0
20000,2,2,1,27,0,238480,25033,0,0
180000,2,2,1,32,0,172637,61732,0,0
300000,1,1,1,42,1,166563,77172,0,0
130000,2,2,1,33,0,703552,29418,0,0
180000,2,3,1,39,1,77440,8710,0,1
150000,2,1,3,30,0,10110,14519,1,0
140000,1,2,1,30,1,581205,19242,0,0
50000,2,2,2,22,0,193801,13600,0,0
20000,1,2,2,25,1,30746,4028,0,1
180000,1,1,2,28,0,58336,65127,1,0
180000,1,2,2,26,1,42798,6182,0,0
150000,2,3,1,54,0,890084,33215,0,1
70000,2,1,2,24,0,376683,13937,0,0
30000,1,2,2,29,0,195821,0,0,2
500000,1,1,2,36,1,221094,194297,0,0
60000,1,3,1,49,0,249106,18506,0,0
50000,2,1,2,23,0,207233,13575,0,0
130000,1,3,2,43,1,14525,23123,1,0
260000,2,2,1,33,0,574724,62690,0,0
380000,1,3,1,53,0,0,0,1,0
360000,2,2,2,25,0,1733208,158277,0,1
50000,1,3,1,54,0,343176,12555,0,1
50000,2,3,1,39,0,209841,93507,0,1
260000,2,1,1,44,1,3694,2727,0,1
80000,2,2,2,27,0,363024,13800,0,0
360000,2,1,2,25,1,530882,11554,0,0
290000,2,1,2,29,1,0,0,1,0
200000,1,1,2,39,0,60200,61000,1,0
140000,1,1,1,45,0,258636,11264,0,1
360000,1,1,1,38,1,0,0,1,0
50000,2,2,2,23,1,2840,19970,1,0
120000,1,2,2,25,0,594261,17894,0,1
100000,1,2,1,29,0,452524,115506,0,0
200000,2,2,1,28,0,381310,104095,0,0
90000,2,2,1,40,0,8054,8116,1,0
360000,1,1,2,36,1,0,0,1,0
150000,2,3,2,30,1,16067,15696,0,0
140000,1,1,2,29,0,14413,10636,0,0
200000,2,2,2,36,0,6419,5057,0,0
170000,2,2,1,37,0,877061,33400,0,0
30000,1,2,2,34,0,165671,9412,0,1
80000,2,1,2,27,0,80000,0,0,0
280000,1,1,2,31,0,885931,41838,0,1
410000,2,1,1,31,0,785,9225,1,1
450000,1,1,2,38,0,137274,91535,0,0
80000,1,2,2,36,0,281221,10500,0,0
360000,1,1,1,46,0,220894,23217,0,0
130000,2,1,1,36,0,618274,25900,0,0
160000,2,1,2,26,1,37523,33325,0,0
140000,2,3,2,57,1,673599,26114,0,1
240000,2,3,1,40,0,7592,7757,1,0
180000,2,3,0,45,0,4148,0,0,0
70000,1,1,3,57,0,406241,13612,0,0
150000,2,2,2,25,0,576279,59880,0,0
210000,2,3,1,37,0,514301,17300,0,0
200000,2,1,1,35,0,83337,12327,0,0
310000,1,2,2,33,0,20555,17989,0,0
180000,1,1,1,38,0,856097,31879,0,1
300000,1,2,2,31,0,136292,7151,0,0
450000,2,1,2,41,0,226791,218412,0,0
200000,1,1,2,33,0,103788,103656,0,0
30000,2,2,1,67,1,173627,7184,0,1
400000,2,1,1,40,0,142272,133193,0,0
170000,1,1,2,33,0,6963,8304,1,0
140000,2,1,2,31,1,2432,1780,0,1
200000,2,2,2,35,0,407754,17575,0,0
60000,2,2,3,39,0,-7010,4000,1,0
60000,1,2,2,27,1,282775,12800,0,1
150000,1,1,2,23,0,407556,94564,0,0
180000,1,3,1,54,1,705668,21748,0,0
50000,2,3,2,23,0,152088,10800,0,0
50000,1,3,2,24,0,66429,30078,0,0
20000,1,2,2,26,0,-2570,1400,1,0
230000,2,2,2,52,1,11870,10874,0,1
110000,2,2,1,42,0,305968,11223,0,0
90000,2,1,2,36,0,441849,17750,0,0
20000,2,1,2,22,1,117325,10239,0,1
30000,2,1,2,23,0,126261,14500,0,0
220000,1,3,1,30,1,1045188,35168,0,1
140000,2,3,2,24,1,274194,11279,0,1
300000,2,1,1,42,0,9075,8469,0,0
100000,1,2,1,49,0,151960,5663,0,1
110000,1,2,2,31,0,1424,200,0,1
270000,2,3,2,33,0,380595,257784,0,0
30000,1,1,1,42,0,75166,31573,0,0
70000,1,3,2,41,0,361180,15200,0,0
230000,1,2,1,53,0,1820,470,0,1
20000,1,2,2,23,0,113143,15135,0,0
190000,2,1,2,33,0,482397,12438,0,1
20000,2,2,1,29,0,90000,9000,0,0
80000,2,3,1,67,0,102975,35736,0,0
20000,1,3,1,33,1,66408,11368,0,1
60000,2,3,1,34,1,72435,6690,0,1
50000,1,2,1,49,0,43458,14325,0,0
280000,2,2,1,56,1,1491923,58615,0,0
300000,1,1,1,42,0,379774,142842,0,0
30000,2,3,1,55,1,181086,8317,0,1
270000,2,2,1,25,0,940907,267494,0,0
100000,1,3,2,30,0,345276,23833,0,0
240000,1,2,2,43,1,1746,1746,1,0
200000,1,1,2,40,0,39359,38099,0,0
110000,2,1,2,35,0,216531,11700,0,1
230000,1,1,1,61,0,22554,28065,1,0
150000,2,2,1,44,1,36808,107948,1,0
350000,1,1,2,33,0,198413,78150,0,0
360000,1,6,1,66,0,328520,454250,1,0
150000,2,2,2,40,0,19955,22466,1,0
100000,1,3,2,47,0,369967,84235,0,0
500000,1,1,2,27,0,1167074,35130,0,0
500000,1,1,2,35,0,345428,171529,0,0
180000,2,3,1,47,0,1896,1896,1,0
400000,2,3,1,39,0,10472,9840,0,0
100000,2,2,2,29,0,227450,14908,0,0
10000,1,2,1,32,0,55377,3004,0,1
60000,2,1,2,30,0,217317,7900,0,1
50000,2,1,2,25,1,294164,11400,0,1
80000,2,2,2,23,0,300820,11431,0,0
110000,2,2,1,43,0,645621,25565,0,1
410000,2,2,1,41,1,2194128,90680,0,0
260000,2,2,1,40,0,342,342,1,0
30000,2,3,1,35,0,158314,8950,0,0
310000,2,1,2,28,0,159065,22566,0,0
70000,2,2,2,38,0,147687,6542,0,0
250000,1,1,2,31,0,1087211,36605,0,0
210000,1,3,1,29,0,1176607,40200,0,1
360000,1,2,1,41,1,0,0,1,0
50000,1,2,2,31,0,200230,8654,0,1
670000,1,1,2,29,0,1415772,51690,0,0
130000,1,1,2,26,0,101198,39929,0,0
170000,1,1,1,42,0,2485,10282,1,0
30000,1,3,2,29,0,1170,780,0,0
110000,1,1,1,50,0,243966,13000,0,0
210000,2,3,2,46,1,51334,23873,0,1
30000,2,2,2,24,1,160587,8662,0,1
260000,2,2,1,46,0,119652,20934,0,1
150000,2,3,2,28,0,13814,17875,1,0
20000,2,2,1,35,1,117051,4774,0,1
380000,2,1,1,40,0,133486,73637,0,0
200000,2,1,1,41,0,8927,1115,0,0
120000,2,2,1,47,0,9734,8871,0,0
80000,1,2,1,54,1,326734,11900,0,0
30000,2,2,2,33,0,92840,4100,0,1
110000,1,2,2,29,0,513978,17600,0,1
50000,2,3,1,44,0,9674,8083,0,0
90000,2,2,1,24,0,457667,25043,0,0
110000,1,1,2,33,0,213634,106517,0,0
50000,1,3,1,54,0,249125,11242,0,0
60000,1,1,2,27,0,39517,18281,0,0
150000,2,2,2,37,1,359680,11997,0,0
20000,1,1,2,24,0,51134,1520,0,1
140000,2,3,1,54,1,-900,0,1,0
120000,2,2,1,34,0,21583,22149,1,0
200000,2,2,2,40,1,990137,39300,0,1
20000,1,2,2,30,1,103202,2500,0,1
50000,1,2,2,26,0,296146,45771,0,0
200000,2,2,1,41,0,78570,9289,0,0
100000,2,2,2,29,0,528090,28600,0,0
300000,1,1,1,38,0,2285,0,0,0
500000,2,1,2,35,0,107799,150040,1,0
360000,2,2,1,52,0,19158,16773,0,0
160000,2,1,2,29,0,0,0,1,0
50000,2,2,2,23,1,299237,11793,0,1
230000,2,2,1,34,1,1085160,33938,0,0
200000,2,2,2,34,0,14308,14308,1,0
270000,1,1,1,44,0,1633110,61461,0,1
50000,2,2,1,36,0,255364,11204,0,1
20000,1,2,2,28,0,102952,6200,0,1
60000,2,2,2,31,0,270783,11273,0,1
50000,1,2,2,31,0,54660,35362,0,0
50000,1,2,1,41,0,116891,6619,0,0
130000,2,3,1,44,0,612708,26400,0,1
230000,2,3,2,47,0,657919,32000,0,0
20000,1,2,2,25,0,14087,4434,0,0
30000,2,1,2,25,0,120939,5523,0,1
200000,2,1,1,39,0,37641,23427,0,0
140000,2,2,1,24,0,10288,12214,1,0
100000,2,2,1,35,1,584615,24612,0,1
240000,1,2,1,32,1,811461,29900,0,1
70000,2,1,2,31,1,14400,0,0,2
360000,1,1,2,33,0,251937,49927,0,1
140000,2,1,2,30,0,848817,25273,0,1
50000,1,2,1,52,0,10211,2005,0,1
210000,2,2,1,36,0,5466,3820,0,0
280000,1,1,2,30,0,965559,30866,0,1
180000,2,2,2,42,1,316826,13000,0,1
150000,2,1,2,30,0,25849,13225,0,0
20000,1,3,1,47,0,102971,10737,0,1
350000,2,2,1,29,0,41463,37730,0,0
130000,2,1,2,23,0,57553,50024,0,0
470000,1,3,1,39,0,0,789,1,0
340000,2,2,1,48,0,16307,7555,0,0
80000,1,2,2,26,0,466217,15500,0,1
70000,1,1,2,33,0,188004,4500,0,0
230000,2,2,1,44,0,18217,14976,0,0
180000,2,2,1,36,0,121012,44113,0,0
210000,2,2,1,39,0,134801,58199,0,0
20000,1,2,2,24,0,2340,1560,0,0
140000,2,2,2,25,0,572974,108103,0,1
200000,1,1,2,52,0,640693,25018,0,0
50000,2,3,1,59,0,156649,10562,0,0
80000,2,1,2,23,0,22337,12259,0,0
30000,2,3,2,48,0,37493,12000,0,0
140000,2,1,2,28,1,81563,10800,0,1
80000,1,3,1,62,0,14595,33622,1,0
220000,2,3,1,38,0,113946,112978,0,0
180000,2,1,2,32,0,3996,3996,1,0
140000,2,2,1,29,1,282768,85983,0,0
180000,1,2,2,25,1,73070,4946,0,1
50000,2,2,2,35,0,99387,6400,0,0
170000,2,2,2,27,0,466518,17250,0,0
50000,1,2,2,38,0,179642,4557,0,0
50000,1,2,2,24,0,142726,6500,0,0
300000,1,2,1,29,0,874,0,0,0
390000,2,1,2,27,0,1971179,72656,0,1
90000,2,2,1,55,1,333870,17003,0,1
200000,2,1,2,29,0,1164799,57500,0,0
460000,1,1,2,29,0,2097835,73494,0,0
10000,1,2,2,23,0,15606,2135,0,0
20000,1,2,1,30,1,10070,6566,0,0
50000,2,2,1,50,0,4899,9529,1,0
480000,2,2,1,38,0,316910,35487,0,0
180000,2,1,2,24,0,1028440,41100,0,0
240000,2,1,2,29,0,17581,6605,0,0
250000,1,1,2,38,0,21212,28447,1,0
270000,2,2,2,34,1,19883,19616,0,0
200000,1,1,1,37,0,216253,184845,0,0
100000,2,3,1,66,0,592295,24339,0,0
160000,2,1,1,39,0,4555,4986,1,0
80000,2,2,1,45,0,315866,13247,0,0
130000,1,2,1,44,0,98964,3152,0,1
340000,2,3,2,44,1,882267,35292,0,0
360000,1,1,1,36,0,11536,11647,1,0
120000,2,3,1,40,0,405592,111704,0,0
120000,1,1,2,29,0,184871,8554,0,0
300000,2,1,2,48,0,1308017,45519,0,0
60000,2,2,2,23,0,29461,27945,0,1
210000,2,2,1,50,0,628839,21646,0,0
210000,2,2,1,29,1,518778,14295,0,0
70000,2,3,1,49,1,138367,8540,0,1
200000,1,2,1,33,0,90468,32152,0,1
230000,2,2,1,51,1,340647,15554,0,0
20000,1,3,1,23,1,102621,22933,0,0
210000,2,1,1,37,0,1135778,86155,0,0
160000,2,3,2,26,0,2340,2340,1,0
290000,2,1,1,30,1,8559,42547,1,0
