limit_bal,sex,education,marriage,age,default_payment_next_month,totalbillamt,totalpayamt,fullrepayment,max_delay,risk_category,bill_to_limit_ratio,payment_to_bill_ratio
60000,2,2.0,1,34,1,170082,10111,0,2,1,2.8347,0.05944779576909961
340000,1,2.0,1,55,0,137566,164386,1,-1,0,0.4046058823529412,1.1949609641917334
150000,1,1.0,1,40,0,624055,25700,0,2,1,4.1603666666666665,0.04118226758859395
200000,2,2.0,1,37,1,47390,51400,1,2,1,0.23695,1.0846170078075543
130000,2,2.0,2,40,1,66514,7200,0,2,1,0.5116461538461539,0.10824788766274769
60000,2,1.0,2,28,0,96266,30696,0,2,1,1.6044333333333334,0.31886647414455777
400000,2,2.0,1,43,0,79988,79988,1,1,0,0.19997,1.0
20000,1,1.0,2,27,0,116747,5503,0,0,0,5.83735,0.04713611484663417
190000,2,1.0,2,28,0,912875,36836,0,0,0,4.804605263157895,0.04035163631384363
260000,2,1.0,2,30,0,953100,44000,0,0,0,3.665769230769231,0.04616514531528696
140000,2,2.0,2,31,0,390,0,0,-2,0,0.002785714285714286,0.0
50000,2,2.0,1,31,1,234080,10607,0,0,0,4.6816,0.04531356801093643
120000,2,1.0,2,34,0,16986,20204,1,0,0,0.14155,1.1894501354056282
240000,2,2.0,2,30,0,368,2159,1,-2,0,0.0015333333333333334,5.866847826086956
50000,1,2.0,2,36,0,18847,3390,0,0,0,0.37694,0.17986947524805008
200000,2,1.0,2,29,0,76669,31055,0,2,1,0.383345,0.40505288969466147
180000,1,1.0,1,39,0,920802,284903,0,0,0,5.115566666666667,0.3094074513304706
180000,2,1.0,2,26,0,734847,26710,0,0,0,4.082483333333333,0.03634770231082116
160000,2,1.0,2,29,0,9832,24500,1,0,0,0.06145,2.4918633034987794
100000,2,2.0,2,26,0,19223,13974,0,0,0,0.19223,0.726941684440514
50000,2,2.0,2,29,1,273459,13000,0,0,0,5.46918,0.0475391192098267
140000,2,2.0,2,31,0,839924,34500,0,0,0,5.999457142857143,0.041075144894061846
30000,2,2.0,2,26,1,117890,6064,0,0,0,3.929666666666667,0.05143778098227161
90000,1,1.0,2,26,0,86582,31842,0,0,0,0.9620222222222222,0.36776697234991107
200000,1,1.0,1,36,0,-26795,171133,1,1,0,-0.133975,-6.3867512595633515
380000,1,1.0,2,30,1,0,0,1,1,0,0.0,0.0
80000,2,2.0,2,43,0,303152,12045,0,0,0,3.7894,0.03973254341056632
50000,1,3.0,1,58,0,109216,6673,0,2,1,2.18432,0.061099106358042776
180000,1,2.0,1,45,1,177278,8781,0,0,0,0.9848777777777777,0.04953237288326809
240000,2,2.0,2,26,0,724940,27398,0,0,0,3.020583333333333,0.03779347256324661
380000,1,2.0,2,34,0,1082561,64410,0,0,0,2.8488447368421053,0.059497801971436254
110000,2,4.0,2,24,0,487656,19300,0,0,0,4.433236363636364,0.03957707892448775
260000,1,1.0,1,34,0,137687,121666,0,-1,0,0.5295653846153846,0.8836418834022094
500000,2,2.0,2,23,1,2926653,75500,0,4,1,5.853306,0.025797386980964263
320000,2,2.0,2,30,0,436318,15669,0,0,0,1.36349375,0.03591188078419868
50000,1,2.0,2,32,0,248859,5485,0,4,1,4.97718,0.02204059326767366
110000,1,1.0,1,40,1,4498,2564,0,1,0,0.04089090909090909,0.5700311249444198
230000,2,1.0,2,35,0,3314,3073,0,-2,0,0.014408695652173913,0.9272782136391068
330000,2,2.0,1,56,0,15640,16061,1,1,0,0.04739393939393939,1.026918158567775
50000,2,2.0,1,61,0,218302,10251,0,0,0,4.36604,0.04695788403221226
10000,1,2.0,2,24,0,14752,1650,0,2,1,1.4752,0.11184924078091106
300000,1,1.0,1,40,0,0,0,1,1,0,0.0,0.0
20000,2,2.0,1,32,1,93331,3190,0,3,1,4.66655,0.03417942591421928
180000,1,2.0,1,36,1,83538,0,0,2,1,0.4641,0.0
160000,1,1.0,2,30,0,61480,119926,1,-1,0,0.38425,1.9506506180871828
90000,2,1.0,2,34,0,253776,20640,0,2,1,2.819733333333333,0.0813315679969737
30000,1,3.0,3,54,0,141140,12000,0,0,0,4.704666666666666,0.08502196400736857
180000,1,1.0,1,46,0,836186,189463,0,0,0,4.645477777777778,0.22657997144176056
30000,1,3.0,1,58,0,126272,8016,0,0,0,4.209066666666667,0.06348200709579321
30000,1,2.0,1,43,0,132258,7488,0,2,1,4.4086,0.05661661298371365
140000,2,1.0,2,28,0,45024,35946,0,0,0,0.3216,0.7983742004264393
210000,1,1.0,2,30,0,327465,25500,0,0,0,1.5593571428571429,0.07787091750263386
50000,1,2.0,2,31,1,83951,16327,0,0,0,1.67902,0.19448249574156354
130000,2,2.0,2,29,0,472379,20500,0,0,0,3.6336846153846154,0.043397356783430256
50000,2,2.0,1,37,1,16397,3500,0,2,1,0.32794,0.21345368055132036
140000,1,3.0,1,36,0,538393,47700,0,0,0,3.8456642857142858,0.08859699141705037
170000,2,2.0,2,28,1,29372,3899,0,2,1,0.17277647058823528,0.13274547187797903
80000,1,2.0,2,25,0,107251,18103,0,0,0,1.3406375,0.16879096698399082
410000,2,4.0,1,42,0,1741454,63800,0,0,0,4.2474487804878045,0.036636052402188056
80000,2,1.0,2,29,0,80000,80000,1,1,0,1.0,1.0
80000,1,3.0,1,73,1,416184,23430,0,2,1,5.2023,0.05629721469350095
150000,1,2.0,1,43,0,944099,36834,0,0,0,6.293993333333334,0.03901497618364176
260000,1,1.0,1,30,1,2586,131815,1,0,0,0.009946153846153846,50.972544470224285
350000,1,1.0,1,38,0,0,0,1,1,0,0.0,0.0
280000,2,2.0,1,39,1,174954,48684,0,1,0,0.6248357142857143,0.2782674302959635
310000,1,2.0,1,44,0,503434,20078,0,0,0,1.6239806451612904,0.039882089807204125
140000,2,2.0,2,29,0,118369,16500,0,0,0,0.8454928571428572,0.13939460500637835
360000,1,1.0,1,51,0,63000,25000,0,-1,0,0.175,0.3968253968253968
140000,2,1.0,2,27,0,858345,43600,0,0,0,6.131035714285714,0.05079542608158724
100000,1,1.0,2,38,0,240783,5141,0,0,0,2.40783,0.021351175124489686
50000,2,2.0,2,22,0,1480,1480,1,-2,0,0.0296,1.0
210000,2,2.0,1,30,0,567259,23202,0,0,0,2.701233333333333,0.04090195131324492
120000,2,2.0,2,25,0,703798,21679,0,2,1,5.864983333333333,0.030802872415096376
240000,1,1.0,2,29,0,666907,204634,0,0,0,2.778779166666667,0.306840384041553
60000,2,3.0,3,42,0,185007,9885,0,0,0,3.08345,0.0534304107412152
150000,1,1.0,2,41,1,7098,5291,0,2,1,0.04732,0.7454212454212454
30000,1,2.0,1,48,0,161543,8942,0,0,0,5.384766666666667,0.055353682920337
160000,2,1.0,2,29,1,974815,30512,0,2,1,6.09259375,0.03130029800526254
200000,1,1.0,1,52,0,92108,92473,1,-2,0,0.46054,1.0039627393928867
120000,2,2.0,1,25,0,47869,6000,0,0,0,0.3989083333333333,0.12534207942509767
500000,1,1.0,1,37,0,2466458,64709,0,2,1,4.932916,0.02623559776813552
320000,2,1.0,2,27,0,365115,67601,0,0,0,1.140984375,0.1851498842830341
280000,1,1.0,2,31,0,1043732,42823,0,0,0,3.7276142857142855,0.041028731513453646
60000,2,1.0,2,23,1,185629,8209,0,2,1,3.0938166666666667,0.04422261607830673
200000,2,1.0,1,38,0,257,517,1,-1,0,0.001285,2.0116731517509727
230000,2,1.0,1,32,0,11600,11611,1,1,0,0.050434782608695654,1.000948275862069
230000,2,2.0,2,27,1,64332,7441,0,2,1,0.27970434782608694,0.11566560964994094
480000,2,3.0,1,41,0,292489,279713,0,-2,0,0.6093520833333333,0.9563197248443531
50000,2,3.0,1,35,0,27500,5640,0,-1,0,0.55,0.2050909090909091
200000,2,1.0,2,31,0,23286,19872,0,-2,0,0.11643,0.8533883019840247
50000,2,1.0,2,30,0,104694,7800,0,2,1,2.09388,0.07450283683878732
50000,1,2.0,1,48,0,180417,15461,0,0,0,3.60834,0.08569591557336614
260000,2,1.0,2,36,1,0,0,1,1,0,0.0,0.0
30000,1,1.0,2,24,0,166661,8607,0,2,1,5.555366666666667,0.051643755887700184
440000,2,1.0,2,29,0,962256,42156,0,0,0,2.1869454545454547,0.04380954756322642
230000,2,2.0,2,38,0,17733,9709,0,-1,0,0.0771,0.5475102915468336
200000,1,2.0,1,38,1,613953,20500,0,2,1,3.069765,0.03339017807552044
490000,2,2.0,1,30,0,1185021,43181,0,0,0,2.4184102040816327,0.03643901669253119
80000,2,2.0,1,32,0,11262,0,0,-1,0,0.140775,0.0
20000,2,3.0,2,49,1,79043,10123,0,2,1,3.95215,0.1280695317738446
170000,2,1.0,2,31,1,1393,1393,1,0,0,0.008194117647058824,1.0
70000,1,1.0,2,27,0,293401,36641,0,0,0,4.1914428571428575,0.12488369160295977
210000,2,2.0,2,33,0,762633,24500,0,0,0,3.6315857142857144,0.03212554400347218
90000,2,2.0,2,25,0,465009,18601,0,0,0,5.166766666666667,0.04000137631744762
390000,2,1.0,2,27,1,1772871,62172,0,0,0,4.545823076923077,0.035068541365953866
110000,2,1.0,2,29,0,304292,13557,0,0,0,2.766290909090909,0.044552600791345154
580000,2,1.0,1,36,0,994160,36784,0,0,0,1.7140689655172414,0.03700008046994448
360000,1,3.0,1,55,0,36696,25244,0,0,0,0.10193333333333333,0.6879223893612383
270000,2,2.0,1,32,1,1359821,42000,0,2,1,5.036374074074074,0.030886418138857983
60000,2,1.0,2,27,0,14672,650,0,2,1,0.24453333333333332,0.0443020719738277
110000,1,3.0,1,37,0,367490,13600,0,0,0,3.340818181818182,0.037007809736319355
50000,2,1.0,1,25,0,235192,8773,0,0,0,4.70384,0.03730143882444981
80000,2,1.0,2,23,1,339098,49268,0,0,0,4.238725,0.14529133170941733
50000,1,2.0,2,23,0,28024,16630,0,0,0,0.56048,0.5934199257779047
100000,1,1.0,2,32,0,531060,21237,0,2,1,5.3106,0.039989831657439835
30000,2,1.0,2,26,0,4137,4137,1,1,0,0.1379,1.0
200000,2,1.0,2,27,0,730818,34070,0,0,0,3.65409,0.04661899405871229
240000,1,1.0,2,44,1,1306045,51436,0,0,0,5.441854166666666,0.03938302279017951
220000,1,2.0,2,34,0,160668,6300,0,0,0,0.7303090909090909,0.03921129285234148
160000,2,1.0,2,28,0,601165,19300,0,0,0,3.75728125,0.032104330757778646
180000,2,1.0,1,53,0,83747,32279,0,0,0,0.4652611111111111,0.38543470213858405
200000,1,4.0,1,42,0,170347,12043,0,0,0,0.851735,0.0706968716795717
140000,2,3.0,1,30,0,461266,27121,0,2,1,3.2947571428571427,0.058796876422714875
380000,1,1.0,1,51,1,0,0,1,1,0,0.0,0.0
600000,1,1.0,1,53,1,2718542,91000,0,2,1,4.530903333333334,0.03347382530783045
260000,1,2.0,2,37,0,935929,168022,0,0,0,3.599726923076923,0.17952430152287194
200000,2,1.0,2,26,0,162165,7394,0,0,0,0.810825,0.045595535411463634
80000,1,2.0,2,42,0,331586,61032,0,0,0,4.144825,0.18406084695976307
40000,1,2.0,2,39,0,124960,14049,0,0,0,3.124,0.11242797695262484
130000,1,3.0,2,39,0,439958,18000,0,2,1,3.3842923076923075,0.04091299624055023
50000,1,1.0,2,32,0,99206,5000,0,0,0,1.98412,0.05040017740862448
230000,2,2.0,1,41,0,48732,59373,1,-1,0,0.2118782608695652,1.2183575474021178
70000,1,2.0,1,48,1,156587,14807,0,0,0,2.236957142857143,0.09456085115622626
180000,2,2.0,1,38,0,838496,36029,0,0,0,4.658311111111111,0.04296860092355837
80000,2,2.0,1,36,0,28137,28667,1,-1,0,0.3517125,1.0188364075772116
290000,2,2.0,2,26,0,248603,115536,0,0,0,0.857251724137931,0.4647409725546353
230000,2,1.0,2,28,0,564897,144032,0,0,0,2.456073913043478,0.2549703751303335
170000,2,3.0,3,56,0,2141,2755,1,1,0,0.012594117647058823,1.286781877627277
230000,1,1.0,1,59,1,1210604,42822,0,0,0,5.263495652173913,0.03537242566520514
220000,1,1.0,2,38,1,1188181,45147,0,0,0,5.400822727272727,0.03799673618750005
230000,1,2.0,2,32,0,142857,5236,0,0,0,0.6211173913043478,0.03665203665203665
500000,1,2.0,1,38,0,300881,99568,0,0,0,0.601762,0.3309215271153712
90000,2,1.0,1,41,0,19471,14731,0,-1,0,0.21634444444444445,0.756561039494633
390000,2,3.0,2,35,1,1864430,67884,0,0,0,4.7805897435897435,0.03641005562021637
400000,2,2.0,2,41,0,1618141,51938,0,0,0,4.0453525,0.032097326499977444
180000,1,2.0,1,34,0,11563,11076,0,-1,0,0.06423888888888889,0.957882902360979
60000,1,3.0,1,38,0,192042,9500,0,2,1,3.2007,0.04946834546609596
120000,2,2.0,1,32,0,19210,20172,1,-1,0,0.16008333333333333,1.0500780843310775
60000,2,2.0,2,29,0,167658,6820,0,0,0,2.7943,0.04067804697658328
50000,1,1.0,2,44,0,195918,7869,0,0,0,3.91836,0.04016476280893027
70000,2,2.0,1,37,0,380598,14935,0,2,1,5.437114285714285,0.03924087882752931
500000,2,1.0,1,38,0,2751,2301,0,2,1,0.005502,0.836423118865867
200000,1,1.0,2,31,0,0,0,1,-2,0,0.0,0.0
250000,2,2.0,1,40,0,274820,193164,0,2,1,1.09928,0.7028746088348737
140000,1,2.0,2,26,1,832487,39650,0,2,1,5.9463357142857145,0.0476283713739674
70000,2,2.0,2,28,0,169724,10806,0,2,1,2.4246285714285714,0.0636680728712498
90000,1,3.0,1,48,0,411870,14486,0,2,1,4.576333333333333,0.03517129191249666
100000,2,2.0,1,43,0,10198,9818,0,-1,0,0.10198,0.9627377917238674
190000,1,2.0,1,31,0,894199,29086,0,0,0,4.706310526315789,0.032527435168234364
230000,2,1.0,1,42,0,52633,45768,0,-1,0,0.2288391304347826,0.8695685216499155
320000,1,2.0,1,39,0,556223,23059,0,0,0,1.738196875,0.041456394287902515
220000,2,2.0,1,36,1,4024,4024,1,0,0,0.01829090909090909,1.0
260000,2,1.0,1,34,0,37990,29865,0,-1,0,0.14611538461538462,0.7861279284022111
90000,2,2.0,2,32,0,573,157,0,-2,0,0.006366666666666666,0.27399650959860383
30000,2,2.0,1,43,0,144207,4610,0,2,1,4.8069,0.03196793498235176
260000,1,2.0,2,30,0,668040,22116,0,2,1,2.5693846153846156,0.03310580204778157
170000,2,2.0,2,28,0,46228,4308,0,0,0,0.27192941176470586,0.0931902742926365
80000,2,1.0,1,28,1,58976,3476,0,0,0,0.7372,0.0589392295170917
50000,1,1.0,1,41,0,2336,4250,1,-1,0,0.04672,1.8193493150684932
200000,2,3.0,2,47,0,1196650,43749,0,0,0,5.98325,0.03655956211089291
20000,1,2.0,2,23,0,123892,10465,0,2,1,6.1946,0.0844687308300778
250000,2,1.0,1,49,0,1819,1771,0,-1,0,0.007276,0.9736118746564046
20000,1,1.0,1,38,0,114642,7939,0,2,1,5.7321,0.06925036199647598
30000,2,2.0,1,38,0,138451,8200,0,2,1,4.615033333333334,0.05922673003445262
90000,2,2.0,1,35,0,162740,12500,0,2,1,1.8082222222222222,0.07680963500061448
230000,2,4.0,2,46,0,1249171,49500,0,0,0,5.431178260869565,0.039626280148994816
130000,2,1.0,1,33,1,107017,5000,0,0,0,0.8232076923076923,0.046721548912789554
30000,1,4.0,1,53,0,0,0,1,-2,0,0.0,0.0
160000,1,1.0,2,35,0,3200,2805,0,-1,0,0.02,0.8765625
500000,2,2.0,2,43,0,761573,819093,1,0,0,1.523146,1.0755278876745893
180000,2,2.0,2,28,0,226042,10128,0,2,1,1.2557888888888888,0.0448058325443944
80000,2,2.0,1,30,0,75825,4800,0,2,1,0.9478125,0.06330365974282888
120000,1,1.0,2,26,0,11330,10446,0,-1,0,0.09441666666666666,0.9219770520741395
130000,1,2.0,1,31,0,6514,5643,0,2,1,0.050107692307692304,0.8662879950875039
120000,2,2.0,2,35,1,1440,1440,1,-1,0,0.012,1.0
360000,1,1.0,2,28,0,132271,116088,0,-1,0,0.36741944444444447,0.8776526978702814
50000,1,2.0,2,23,1,189259,8800,0,2,1,3.78518,0.04649712827395262
20000,2,2.0,2,23,0,103607,4938,0,2,1,5.18035,0.047660872334880845
100000,1,3.0,1,56,0,472054,99730,0,0,0,4.72054,0.2112682023666784
70000,1,3.0,1,32,0,415116,19970,0,0,0,5.930228571428572,0.04810703514198441
50000,1,2.0,1,47,0,108988,11797,0,0,0,2.17976,0.10824127426872683
10000,2,2.0,2,22,0,59270,4607,0,2,1,5.927,0.07772903661211406
290000,2,1.0,1,34,0,624930,39000,0,0,0,2.154931034482759,0.06240698958283328
30000,2,1.0,1,31,0,110402,7645,0,0,0,3.680066666666667,0.0692469339323563
410000,2,2.0,2,27,0,237536,96874,0,1,0,0.5793560975609756,0.40782870806951366
360000,1,1.0,2,28,1,424799,454830,1,0,0,1.1799972222222221,1.07069461086302
140000,2,2.0,1,42,1,501478,27167,0,0,0,3.581985714285714,0.054173862063739586
210000,2,1.0,2,32,0,427893,17600,0,0,0,2.037585714285714,0.04113177827167072
220000,2,2.0,2,27,0,20097,171909,1,-1,0,0.09135,8.55396327810121
20000,1,2.0,2,27,0,116201,4500,0,2,1,5.81005,0.038726000636827566
620000,2,2.0,1,45,1,979950,30700,0,2,1,1.5805645161290323,0.031328128986172765
360000,1,1.0,2,26,0,4245,4298,1,1,0,0.011791666666666667,1.012485276796231
20000,2,2.0,2,21,0,52614,36511,0,2,1,2.6307,0.6939407762192572
50000,1,2.0,2,23,0,129497,28536,0,0,0,2.58994,0.2203603172274261
50000,1,2.0,3,30,0,218334,6935,0,0,0,4.36668,0.03176326179156705
10000,1,2.0,2,46,1,36955,3766,0,2,1,3.6955,0.10190772561223109
100000,2,3.0,1,50,1,356645,17050,0,3,1,3.56645,0.04780664245958867
50000,1,1.0,2,26,0,11223,9519,0,-2,0,0.22446,0.8481689387864207
60000,1,2.0,2,25,0,17388,14013,0,0,0,0.2898,0.8059006211180124
440000,2,1.0,2,35,0,1590980,55700,0,0,0,3.6158636363636365,0.03500986813159185
120000,1,2.0,1,44,0,421362,14449,0,0,0,3.51135,0.03429117955582136
50000,2,1.0,2,52,0,7741,1318,0,0,0,0.15482,0.17026224002066917
110000,2,2.0,1,40,0,576533,23100,0,2,1,5.2412090909090905,0.040067090695588975
200000,2,1.0,2,38,0,887,805,0,-1,0,0.004435,0.9075535512965051
150000,2,1.0,2,28,0,318,318,1,1,0,0.00212,1.0
30000,2,2.0,1,36,1,169630,4700,0,3,1,5.654333333333334,0.027707363084360077
100000,2,1.0,2,24,0,164636,51245,0,0,0,1.64636,0.31126242134162635
360000,2,1.0,1,34,0,58482,40069,0,0,0,0.16245,0.6851509866283643
390000,2,1.0,2,31,0,284264,23000,0,0,0,0.7288820512820513,0.08091070272704247
220000,2,1.0,1,41,1,-525,0,1,1,0,-0.0023863636363636366,-0.0
160000,2,2.0,2,25,0,0,0,1,-2,0,0.0,0.0
230000,2,1.0,2,28,0,63456,25923,0,0,0,0.27589565217391304,0.4085192889561271
120000,1,1.0,2,27,0,246395,27524,0,0,0,2.0532916666666665,0.11170681223239108
100000,1,3.0,1,52,1,37706,7500,0,2,1,0.37706,0.1989073357025407
190000,2,1.0,2,41,1,72112,43854,0,-1,0,0.3795368421052632,0.6081373419125804
50000,1,1.0,1,56,1,219191,9617,0,0,0,4.38382,0.04387497661856554
240000,2,1.0,1,42,0,6370,6370,1,1,0,0.02654166666666667,1.0
40000,2,2.0,2,24,0,223518,10159,0,-2,0,5.58795,0.0454504782612586
630000,2,2.0,1,47,0,118530,55661,0,0,0,0.18814285714285714,0.4695941955623049
160000,2,1.0,1,33,0,13149,9074,0,-2,0,0.08218125,0.6900905011787969
110000,2,2.0,2,32,0,463018,29300,0,2,1,4.209254545454545,0.06328047721686846
20000,1,2.0,2,29,0,35627,2055,0,0,0,1.78135,0.05768097229629214
210000,2,3.0,1,53,0,362544,14975,0,0,0,1.7264,0.04130533121496977
270000,1,1.0,2,34,0,57523,43455,0,0,0,0.21304814814814815,0.7554369556525216
360000,2,2.0,2,52,0,4687,4973,1,-2,0,0.013019444444444445,1.0610198421164925
60000,2,2.0,1,42,0,9651,9750,1,-1,0,0.16085,1.0102580043518807
360000,1,2.0,2,38,0,477607,136709,0,0,0,1.326686111111111,0.2862374295184116
390000,2,1.0,2,45,0,9583,9874,1,2,1,0.024571794871794873,1.030366273609517
250000,2,3.0,2,35,0,37633,43951,1,-2,0,0.150532,1.167884569393883
90000,2,1.0,2,24,1,107492,12884,0,0,0,1.1943555555555556,0.11986008261079895
360000,1,1.0,2,28,0,37909,48124,1,-1,0,0.10530277777777777,1.2694610778443114
50000,1,3.0,2,26,0,155313,6685,0,0,0,3.10626,0.043042114954961914
270000,2,1.0,1,40,0,24457,1000,0,0,0,0.09058148148148149,0.04088808929958703
200000,2,1.0,2,29,0,93578,38096,0,1,0,0.46789,0.4071042339011306
50000,2,2.0,2,23,0,194735,9496,0,0,0,3.8947,0.048763704521529255
350000,1,1.0,2,33,0,25844,15084,0,-1,0,0.07384,0.5836557808388795
160000,2,2.0,2,60,1,14048,10431,0,0,0,0.0878,0.7425256264236902
80000,2,3.0,1,49,0,26122,30745,1,-1,0,0.326525,1.1769772605466657
290000,1,1.0,1,53,1,1622960,59114,0,2,1,5.596413793103448,0.03642357174545275
270000,2,1.0,2,28,0,143620,77166,0,0,0,0.5319259259259259,0.5372928561481688
80000,1,1.0,2,31,0,55230,30128,0,2,1,0.690375,0.5455006337135615
50000,1,2.0,2,36,0,38925,5400,0,0,0,0.7785,0.13872832369942195
30000,1,2.0,1,35,0,24623,16882,0,-1,0,0.8207666666666666,0.6856191365796207
30000,1,2.0,2,28,1,780,780,1,1,0,0.026,1.0
90000,1,2.0,2,33,0,195738,46487,0,0,0,2.1748666666666665,0.2374960406257344
160000,1,1.0,2,26,0,67573,72407,1,-1,0,0.42233125,1.0715374483891495
80000,2,3.0,2,53,0,410262,15881,0,0,0,5.128275,0.038709410084287604
50000,1,2.0,2,42,0,245027,7200,0,0,0,4.90054,0.029384516808351732
20000,2,1.0,2,25,0,99055,5900,0,2,1,4.95275,0.05956286911311898
220000,1,1.0,1,43,1,0,0,1,1,0,0.0,0.0
210000,1,3.0,2,25,1,67409,44925,0,2,1,0.3209952380952381,0.6664540343277604
130000,2,2.0,2,29,0,535030,18011,0,0,0,4.115615384615385,0.03366353288600639
260000,2,2.0,1,31,0,194136,159300,0,0,0,0.7466769230769231,0.8205587835331932
230000,2,1.0,1,30,0,254314,89840,0,0,0,1.105713043478261,0.35326407511973384
160000,1,1.0,2,34,0,512342,20862,0,0,0,3.2021375,0.04071889480073857
50000,1,1.0,1,35,0,77061,7220,0,0,0,1.54122,0.09369201022566538
80000,1,2.0,1,32,0,261480,18017,0,0,0,3.2685,0.0689039314670338
110000,1,3.0,2,46,0,356592,14882,0,0,0,3.2417454545454545,0.041733970476062275
200000,1,1.0,1,43,0,826110,29861,0,0,0,4.13055,0.0361465180181816
360000,1,2.0,2,29,0,1542987,46711,0,0,0,4.286075,0.030273100162217827
210000,2,3.0,2,31,0,0,0,1,1,0,0.0,0.0
80000,2,2.0,2,24,0,389365,18249,0,2,1,4.8670625,0.046868619418797275
300000,2,2.0,1,36,1,79766,88921,1,2,1,0.26588666666666666,1.114773211644059
310000,2,2.0,1,43,0,148678,6310,0,0,0,0.4796064516129032,0.04244071079783156
30000,1,3.0,1,59,1,3270,2880,0,-1,0,0.109,0.8807339449541285
170000,1,1.0,1,53,0,103181,4616,0,0,0,0.6069470588235294,0.04473691861873794
140000,2,2.0,2,28,0,172568,9001,0,2,1,1.2326285714285714,0.05215914885726206
180000,2,2.0,2,31,0,0,1576,1,1,0,0.0,0.0
50000,1,1.0,2,34,0,142053,5930,0,2,1,2.84106,0.041744982506529256
50000,2,2.0,1,36,0,34423,3001,0,0,0,0.68846,0.08718008308398455
110000,2,1.0,2,24,0,235819,17000,0,2,1,2.143809090909091,0.07208918704599714
450000,2,3.0,1,36,0,31012,30254,0,-2,0,0.06891555555555555,0.9755578485747453
200000,2,2.0,1,34,0,2511,2511,1,-1,0,0.012555,1.0
220000,1,1.0,2,43,0,154835,99542,0,0,0,0.7037954545454546,0.6428908192592114
360000,2,1.0,2,29,1,5930,2650,0,0,0,0.01647222222222222,0.4468802698145025
50000,1,2.0,1,37,0,278195,11285,0,0,0,5.5639,0.04056507126296303
40000,1,2.0,2,23,0,175916,6117,0,2,1,4.3979,0.034772277677982674
190000,2,2.0,1,37,0,717765,29000,0,2,1,3.7777105263157895,0.040403196032127504
150000,1,1.0,2,33,0,119769,13237,0,0,0,0.79846,0.11052108642470088
200000,2,1.0,1,37,0,595,2965,1,1,0,0.002975,4.983193277310924
270000,2,2.0,1,56,0,683049,26353,0,0,0,2.529811111111111,0.03858141948820656
60000,1,1.0,2,25,0,269005,11318,0,0,0,4.483416666666667,0.0420735674058103
200000,2,2.0,1,39,0,443849,16680,0,0,0,2.219245,0.03758034827159687
150000,2,2.0,1,39,0,204705,15500,0,0,0,1.3647,0.07571871717837864
180000,2,2.0,2,28,0,2170,3030,1,-1,0,0.012055555555555555,1.3963133640552996
90000,2,1.0,2,27,0,7624,0,0,0,0,0.08471111111111111,0.0
360000,2,2.0,1,37,0,707,4977,1,1,0,0.0019638888888888887,7.03960396039604
90000,2,1.0,2,24,0,491,0,0,-1,0,0.0054555555555555555,0.0
20000,2,2.0,2,24,0,89220,5646,0,2,1,4.461,0.0632817753866846
70000,1,1.0,1,46,0,318796,13340,0,0,0,4.554228571428571,0.04184494159274269
230000,1,1.0,1,39,0,3960,3960,1,-1,0,0.017217391304347827,1.0
30000,1,3.0,1,48,0,175863,7283,0,0,0,5.8621,0.041412918010041905
200000,2,3.0,3,45,0,35587,36184,1,-1,0,0.177935,1.0167757889116813
100000,1,3.0,2,49,0,1440,0,0,-1,0,0.0144,0.0
50000,2,2.0,2,23,0,181591,12000,0,2,1,3.63182,0.0660825701714292
20000,2,3.0,1,25,0,45038,3459,0,0,0,2.2519,0.07680181180336605
210000,2,2.0,1,47,0,0,0,1,-2,0,0.0,0.0
110000,1,3.0,1,56,0,193115,17177,0,0,0,1.7555909090909092,0.08894700049193485
20000,2,3.0,1,44,0,1006,456,0,-1,0,0.0503,0.4532803180914513
50000,2,3.0,1,49,0,36792,6757,0,0,0,0.73584,0.1836540552293977
50000,1,2.0,1,41,0,121995,5330,0,0,0,2.4399,0.04369031517685151
400000,2,1.0,2,40,0,337631,211702,0,0,0,0.8440775,0.6270218078316269
170000,1,2.0,2,31,0,334688,17000,0,0,0,1.9687529411764706,0.05079357491155942
280000,1,2.0,1,42,0,882943,35867,0,0,0,3.153367857142857,0.04062210131344832
130000,2,3.0,1,28,0,200599,3500,0,0,0,1.5430692307692309,0.017447744006699933
210000,2,2.0,2,32,0,336057,29500,0,0,0,1.6002714285714286,0.08778272733494616
370000,1,2.0,2,28,0,817955,58000,0,0,0,2.210689189189189,0.07090854631367251
30000,2,2.0,1,31,0,127602,6942,0,2,1,4.2534,0.054403535994733625
150000,1,3.0,2,39,0,506730,15180,0,1,0,3.3782,0.029956781718074716
60000,1,3.0,1,31,1,70689,1027,0,2,1,1.17815,0.014528427336643607
80000,2,2.0,2,24,0,392216,15686,0,0,0,4.9027,0.039993269015032536
280000,2,2.0,1,44,1,1150758,45000,0,2,1,4.10985,0.03910465971125119
20000,2,2.0,2,46,0,118578,0,0,8,2,5.9289,0.0
270000,1,1.0,2,32,0,1000,1400,1,-2,0,0.003703703703703704,1.4
240000,2,2.0,2,26,0,59161,38813,0,0,0,0.24650416666666666,0.6560571998444922
